mekan,tur,website,kaynak,kalem_sayisi,medyan_fiyat
Shine İst Restaurant,restaurant,https://shineist.qr.menulux.com,js,0,
Shoko,cafe,https://restaurantguru.com,js,0,
Shvili - Georgian Bistro,restaurant,http://www.shvili.tr,html,1,200.00
Simit Café Restaurant,restaurant,https://simitcaferestaurant.com,js,0,
Simit Sarayı,cafe,https://www.simitsarayi.com,js,0,
Sinem Dondurma,fast_food,https://www.instagram.com,js,0,
Sinop Mantı,restaurant,https://www.sinopmanti.com,js,0,
Sinop Mantı,restaurant,http://sinopmantikadikoy.com,js,0,
Sirtaki Meyhanesi,restaurant,https://www.sirtakimeyhanesi.com,js,0,
Smoky Lounge,cafe,http://www.mahall.com.tr,js,0,
Snog Rooftop Bar,bar,https://www.snog.com.tr,js,0,
SOFA,cafe,https://www.houseofsofa.com.tr,js,0,
Sofular Köftecisi,restaurant,https://www.instagram.com,js,0,
Sofyalı 9 Restoran,restaurant,https://www.sofyali.com.tr,js,0,
Sofyalı 9 Restoran,restaurant,https://www.sofyali.com.tr,js,0,
SOİ Cadde,restaurant,https://www.soirestoran.com,js,0,
Sole Mio Cafe & Brasserie,cafe,https://solemio.com.tr,js,0,
Sonne,cafe,https://www.instagram.com,js,0,
Sorriso Restaurant Kuruçeşme,restaurant,http://sorrisokurucesme.com,js,0,
Sosrates - Burger & Snack,fast_food,https://www.sosrates.com,js,0,
Star Köfte,restaurant,https://www.yemeksepeti.com,js,0,
Starbucks,cafe,http://www.starbucks.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://starbucks.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Startup Cafe Healthy Food & Networking 42 Maslak 🚀,cafe,https://startupcafes.com,js,0,
Strada Suadiye,restaurant,https://stradasuadiye.com,js,0,
Strong Coffee Beans,cafe,https://strongcoffeebeans.com,html,8,436.00
Subway,fast_food,https://www.subway.com,js,0,
Subway,fast_food,https://www.subway.com.tr,js,0,
Sultan sarnıcı,restaurant,http://sultansarnic.com,js,0,
Sultanahmet Köftecisi,restaurant,https://sultanahmetkoftesi.com,js,0,
Sultan’s Inn,restaurant,https://www.sultansinn.com,js,0,
Summit Bar & Terrace,bar,https://conradhotels3.hilton.com,js,0,
Suna'nın Yeri,restaurant,http://www.sunaninyeri.com,js,0,
Sunset,restaurant,https://www.sunsetgrillbar.com,js,0,
Superr Taco,fast_food,https://superrtaco.com.tr,js,0,
Sur Balık Restoran Arnavutköy,restaurant,https://surbalik.com,js,0,
Sushi & Spice,restaurant,https://sushiandspice.com,js,0,
SushiCo,restaurant,https://www.sushico.com.tr,js,0,
SushiCo,restaurant,https://www.sushico.com.tr,js,0,
SushiCo Kalamış,restaurant,https://www.sushico.com.tr,js,0,
SushiCo zen,restaurant,https://sushico.com.tr,js,0,
Suvi Mutfak,fast_food,https://www.suvimutfak.com,js,0,
Swedish Coffee Point,cafe,http://www.SwedishCoffeePoint.com,js,0,
Sütçüoğulları Muhallebicisi,cafe,https://www.sutcuogullari.com.tr,js,0,
Sıralı Kebap,restaurant,https://www.siralikebap.com,js,0,
Sırdaş Lokanta,restaurant,https://instagram.com,js,0,
Tahtalıköy,restaurant,http://www.tahtalikoy.com.tr,js,0,
Tahtasaray,restaurant,https://tahtasaray.com,js,0,
Takanik Balık Park,restaurant,https://takanik.com.tr,js,0,
Taner Börek,restaurant,http://tanerborek.com.tr,js,0,
Taner Börek,restaurant,http://tanerborek.com.tr,js,0,
Taner Börek,restaurant,http://tanerborek.com.tr,js,0,
Taner Börek,restaurant,http://tanerborek.com.tr,js,0,
Taproomx,pub,https://taproomx.com,html,3,80.00
Tarhun fırın,cafe,https://tarhunfirin.com,js,0,
Tariflerle Yemekler,restaurant,https://tariflerleyemekler.com,js,0,
Tariflerle Yemekler,restaurant,https://tariflerleyemekler.com,js,0,
Tarihi Kahve,cafe,https://www.pierrelotitepesi.com,js,0,
Tarihi Sultanahmet Köftecisi Selim Usta,restaurant,https://www.sultanahmetkoftesi.com,js,0,
Tarihi Unkapanı Pilavcısı,restaurant,http://www.tarihiunkapanipilavcisi.com,js,0,
Tatar Salim,restaurant,https://www.tatarsalim.com.tr,js,0,
Tatar Salim,restaurant,http://tatarsalim.com.tr,html,6,570.00
Tatar Salim,restaurant,http://www.tatarsalim.com.tr,js,0,
Tavuk Dünyası,fast_food,https://www.tavukdunyasi.com,js,0,
Tavuk Dünyası,fast_food,https://www.tavukdunyasi.com,js,0,
Tavuk Dünyası,fast_food,https://tavukdunyasi.com,js,0,
Tavuk Dünyası,fast_food,https://www.tavukdunyasi.com,js,0,
Tavuk Dünyası,fast_food,https://www.tavukdunyasi.com,js,0,
Tavuk Dünyası,fast_food,https://www.tavukdunyasi.com,js,0,
Tchibo,cafe,https://www.zomato.com,js,0,
Teeo Restaurant & Pub,pub,https://www.teeoistanbul.com,js,0,
Tepsi Et Başakşehir,restaurant,https://tepsiet.com,js,0,
Thai Roll Ice,ice_cream,https://thairollice.com,js,0,
the beauty store,cafe,https://thebeautystore.com.tr,js,0,
The Crazy Company,cafe,https://www.thecrazycompany.com,js,0,
The Date Gastro & Pub,pub,https://thedatepub.com,js,0,
The Food Clan,restaurant,http://www.thefoodclantr.com,js,0,
The Hill Cafe,cafe,https://thehillcafe.dslink.co,js,0,
The House Cafe,restaurant,https://thehousecafe.com,js,0,
The House Cafe,restaurant,https://www.thehousecafe.com,js,0,
The House Cafe İstiklal,restaurant,https://thehousecafe.com,js,0,
The Hunger,restaurant,https://thehunger.com.tr,js,0,
The Hunger Ümraniye Limonlu Cadde,restaurant,https://thehunger.com.tr,js,0,
The North Shield Pub,pub,https://thenorthshield.com,js,0,
The Populist,pub,http://populistbomonti.wizlo.io,js,0,
The Rua Suadiye,restaurant,https://theruasuadiye.com,js,0,
The St. Bernard Restaurant,restaurant,https://monnacafe.qr.menulux.com,js,0,
The Townhouse,restaurant,https://www.thetownhouse.com.tr,js,0,
Tike Restoran,restaurant,https://tike.com.tr,js,0,
Tike Suadiye,restaurant,https://www.tikesuadiye.com,js,0,
Tiryaki Restorant,restaurant,https://tiryakikebap.com,js,0,
Titiz Pastaneleri,cafe,http://www.titizpastaneleri.com,js,0,
Togo Stüdyo,cafe,https://www.togostudyo.com,html,8,4000.00
Tombul Tavuk,fast_food,https://tombultavuk.com,js,0,
Tomris Ocakbaşı,restaurant,https://tomrisocakbasi.com,js,0,
Toros Tantuni,restaurant,https://www.toros-tantuni.com,js,0,
Tost Akademisi,restaurant,https://tostakademisi.com.tr,js,0,
Tost Akademisi,restaurant,https://tostakademisi.com.tr,js,0,
Town Bakery & Cafe,cafe,https://www.townbakeries.com,js,0,
Trakyum,restaurant,https://trakyum.com.tr,js,0,
Trattoria Carbonara,restaurant,https://www.carbonararestaurant.com,js,0,
TRIA ELEGANCE TERRACE RESTAURANT,restaurant,https://www.triahotelistanbul.com,js,0,
Tschibo,cafe,https://www.tchibo.com.tr,js,0,
Tuzdan Balık Restaurant,restaurant,https://tuzdanbalik.com,woo,8,34.80
Tuzla Balıkçısı Başakşehir,restaurant,https://tuzlabalikcisi.com,js,0,
Tuğbiş Mantı,restaurant,https://www.tripadvisor.com,js,0,
TX Burger,fast_food,https://menu-online.co,js,0,
Türk Alman Kitabevi Cafe,cafe,https://www.tak.com.tr,html,17,1240.00
Türkistan Kültür Evi - Kitap & Kahve,cafe,https://www.dtv.org.tr,js,0,
Ulus 29,restaurant,https://www.group-29.com,js,0,
Ulviye Börek,cafe,https://www.ulviyeborek.com,js,0,
Unique Coffee,cafe,https://restaurantguru.com,js,0,
Urban Cafe,bar,https://www.urbanbeyoglu.com,js,0,
Usta Pideci,fast_food,https://www.ustapideci.com.tr,js,0,
Uzunlar Kebap,fast_food,https://www.uzunlarkebap.com.tr,js,0,
Uzunlar Kebap,restaurant,https://uzunlarkebap.com,woo,24,49.00
Uzunya,restaurant,https://www.uzunya.com,js,0,
Vagabondo's Pizzeria,restaurant,https://vagabondosrest.com,js,0,
Valibey Kebap & Künefe,restaurant,https://www.valibeykebap.com,js,0,
Vandal Çamsan Park,cafe,https://www.vandal.com.tr,js,0,
Vanilya,cafe,https://qr-menu.simprasuite.com,js,0,
Vardarlı Dondurma,ice_cream,http://www.vardarlidondurma.com,js,0,
Varuna Gezgin,restaurant,https://varunagezgin.com,js,0,
Vefa Bozacısı 1876,cafe,https://www.vefa.com.tr,js,0,
Vefakar,cafe,https://vefakar.com.tr,js,0,
Vefalı Köfteci,restaurant,http://vefalikofteci.com.tr,js,0,
Vegan Dukkan Lokanta,restaurant,https://vegandukkanlokanta.com,js,0,
Vegan Food Cartel,restaurant,https://www.veganfoodcartel.com,js,0,
Vegan Masa,restaurant,https://allzinapp.com,js,0,
Veganarsist,cafe,https://www.veganarsist.com,woo,59,150.00
Veganarsist Bostancı,cafe,https://veganarsist.com,woo,59,150.00
Venge,restaurant,http://www.venge.com.tr,js,0,
Venor Coffee,cafe,https://www.venorcoffee.com,js,0,
Vera Restaurant Fish & Meat House,restaurant,https://www.verarestaurant.com,js,0,
Verdura,restaurant,https://verdura.com.tr,js,0,
Via Romana Pizza,fast_food,https://www.viaromanapizza.com,js,0,
Viktor Levi Şarap Evi,restaurant,https://www.viktorlevimoda.com,js,0,
Villa Park İstanbul,restaurant,https://villaparkwedding.com,js,0,
Villa Restaurant Silivri,restaurant,https://www.villarestaurantsilivri.com,woo,78,360.00
Viola Cafe & Patisserie,cafe,https://restaurantguru.com,js,0,
Vitavien Bahariye,cafe,https://www.vitavien.com.tr,js,0,
Vitavien Galata,cafe,http://www.vitavien.com.tr,js,0,
Viva Gelateria di Roma,cafe,https://instagram.com,js,0,
Vivi,cafe,https://www.vivicoffeeandchiling.com,js,0,
Vizzju Lounge,cafe,https://vizzju.com,js,0,
Vogs,cafe,https://qr.finedinemenu.com,js,0,
voi cadde,cafe,https://www.voi.com.tr,js,0,
Vøler Coffee,cafe,https://www.volercofee.com,js,0,
Waffle Works,cafe,https://www.waffleworks.com.tr,js,0,
Warung Nusantara Indonesian Restaurant,restaurant,https://www.warungnusantara.com.tr,js,0,
Welldone,restaurant,https://www.well-done.com.tr,js,0,
WestMix,restaurant,http://www.westmix.com.tr,js,0,
Whisper Kitchen Bar,restaurant,https://whisperistanbul.com,js,0,
White Pepper,restaurant,https://www.divan.com.tr,js,0,
Wuufbox Cafe,cafe,https://wuufbox.com,js,0,
Yanyalı Fehmi Lokantası,restaurant,http://www.fehmilokantasi.com,js,0,
Yasemin,restaurant,https://www.instagram.com,js,0,
Yaşayan Mutfak,cafe,https://yasayanmutfakrestaurant.com,js,0,
Yemen Kahvesi,cafe,https://www.yemenkahvesi.com.tr,html,27,400.00
Yeni Lokanta,restaurant,https://www.yenilokanta.com,js,0,
Yeni Meyhane,restaurant,https://yenimeyhane.com.tr,js,0,
Yeniköy Kavak Balıkçısı,restaurant,https://kavakbalikcisi.com,js,0,
Yeniköy Lokantası,restaurant,https://facebook.com,js,0,
Yenıköy Kahvesı,cafe,http://yenikoykahvesi.com,js,0,
Yerinde Pide,restaurant,https://yerindepide.com,woo,75,355.00
Yeşil Teras Cafe,cafe,https://www.instagram.com,js,0,
Yeşilcam Kahve Evi,cafe,https://www.yesilcamkahveevi.com,js,0,
Yeşilköy Tavuk&Tavuk,restaurant,http://ytat.com.tr,js,0,
Yonca Restaurant,restaurant,http://www.yoncalalaali.com,js,0,
youme smash burgers,fast_food,https://youmecadde.com,js,0,
Yücetepe Kır Gazinosu,restaurant,https://yucetepe.com.tr,js,0,
Zennup 1844 Fişekhane,restaurant,https://zennup.com.tr,js,0,
Zeplin Pub,bar,https://zeplinpub.com,js,0,
Zeynel Gülkardeşler Kebap Salonu,restaurant,https://zeynelkebap.com,js,0,
Zeytin Kurtköy,restaurant,https://www.zeytinrestoran.com,js,0,
Zeytin Ocakbaşı,restaurant,https://zeytinbostanci.com,js,0,
ZeytinDalı Kır Bahçesi,restaurant,https://zeytindalikirbahcesi.com,js,0,
Zhû İstanbul,restaurant,https://www.zhuistanbul.com,js,0,
Ziyafet kuzu çevirme İstanbul,restaurant,https://ziyafetkuzucevirme.com,js,0,
Zuğa Beach & Restaurant,restaurant,https://www.zugabeachrestaurant.com,js,0,
Zübeyir Ocakbaşı,restaurant,https://zubeyirocakbasi.com.tr,js,0,
Zürafa no 203,restaurant,https://www.no203.com,js,0,
Çakıl Meyhanesi,pub,https://www.cakilmeyhane.com,js,0,
Çanak Kebap,restaurant,http://www.canakkebap.com.tr,js,0,
Çardak,restaurant,https://www.instagram.com,js,0,
ÇC Lider Pide Tepeüstü Otoparklı Şube,restaurant,https://www.liderpide.com.tr,js,0,
Çeşme Bazlama Kahvaltı,restaurant,http://bazlamakahvaltı.com,js,0,
Çeşme Kahve - Ümraniye,cafe,https://cesmekahve.com,js,0,
Çikolatapare,restaurant,https://www.cikolatapare.com.tr,js,0,
Çiya Kebap 2,restaurant,http://www.ciya.com.tr,js,0,
Çiya Sofrası,restaurant,http://www.ciya.com.tr,js,0,
Çok Çok Thai Restaurant,restaurant,https://www.cokcok.com.tr,js,0,
Çorbacı Ali Usta,restaurant,https://corbacialiusta.eatbu.com,js,0,
Çorbacı Gada,restaurant,https://corbacigada.com,js,0,
Çosa,restaurant,https://cosamutfak.com,js,0,
Çuf Çuf Cafe,cafe,https://www.zomato.com,js,0,
Çınaraltı Dürüm,restaurant,http://www.cinaraltidurum.com,js,0,
Çınaraltı Mangalbaşı,restaurant,https://www.cinaraltimangalbasi.com.tr,js,0,
Özgün Kokoreç,restaurant,https://www.ozgunkokorec.com,js,0,
Ülker Abla Ev Yemekleri,restaurant,https://ulkerablaevyemekleri.eatbu.com,js,0,
Ümit Pastanesi,cafe,https://www.umitpastanesi.com.tr,js,0,
Şanda Tiryaki Ocakbaşı Restaurant,restaurant,https://sandatiryaki.com.tr,js,0,
Şaşkın Et Mangal,restaurant,http://www.saskinet.com.tr,js,0,
Şaşkınbalık,restaurant,https://saskinbalik.com,js,0,
Şehbender 14,restaurant,http://www.sehbender14.com,js,0,
Şenol Kolcuoğlu,restaurant,https://www.senolkolcuoglurestaurant.com,js,0,
Şenol Kolcuoğlu,restaurant,https://www.senolkolcuoglu.com,js,0,
Şevketin Yeri Samsun Pidesi & Mantı,restaurant,https://tr.foursquare.com,js,0,
Şölen,restaurant,https://solendoner.com,js,0,
1080 Coffe Shop,cafe,https://www.1080coffeeshop.com,js,0,
911 Medusa,restaurant,https://911medusa35.com,js,0,
Adil Müftüoğlu,restaurant,https://adilmuftuoglu.com.tr,js,0,
Akarca Restaurant,restaurant,https://www.ixirmenu.com,js,0,
Alaş Kımız Çiftliği,restaurant,http://kimizciftligi.com,js,0,
Altı Üstü Pilav,restaurant,https://www.altiustupilav.com,js,0,
Asma Yaprağı,restaurant,https://www.asmayapragi.com.tr,js,0,
Atadan Fırın,cafe,https://www.atadanbakery.com,js,0,
Aziziye Restaurant,restaurant,http://aziziyerestaurant.net,js,0,
Azmak Cafe,cafe,https://cafeazmak.github.io,js,0,
Barış Piliçmatik,fast_food,https://foursquare.com,js,0,
Belle Bakery & Social Zone,cafe,https://menu.bellebakerysocialzone.com,js,0,
BİRALEM,bar,https://digitalmenucheck.com,js,0,
Buckin Coffee,cafe,https://buckin.com.tr,js,0,
Buckin Coffee Çeşme Marina,cafe,https://buckin.com.tr,js,0,
Burger King,fast_food,https://www.burgerking.com.tr,js,0,
Burger King,fast_food,https://www.burgerking.com.tr,js,0,
By Melly,restaurant,https://bymelly.com,js,0,
Caffè Nero,cafe,https://caffenero.com,js,0,
Café Descanso,cafe,https://aninda.link,js,0,
Ceka Life Yapı İnşaat,cafe,https://cekalifeyapi.com,js,0,
Celep,restaurant,https://celeprestaurant.com,js,0,
Cevizalti Kahvalti,restaurant,https://www.facebook.com,js,0,
co. inside,cafe,https://coinsidecoffee.com,js,0,
Colombia Coffee Urla Bamboo AVM,cafe,https://www.colombiacoffeetr.com.tr,js,0,
Comolokko,fast_food,https://www.instagram.com,js,0,
Dodo Pizza,cafe,https://dodopizza.com.tr,js,0,
Domino's,fast_food,https://www.dominos.com.tr,html,144,370.00
Domino's,fast_food,https://www.dominos.com.tr,html,144,370.00
Domino's,fast_food,https://www.dominos.com.tr,html,144,370.00
Dönerci Orhan,restaurant,http://donerciorhan.com,js,0,
Energy Vitamin,restaurant,https://www.yemeksepeti.com,js,0,
Ergin Restaurant,restaurant,http://erginpansiyon.net,js,0,
Evde Burger Pub,restaurant,https://www.instagram.com,js,0,
Ferdi Baba,restaurant,https://ferdibaba.com.tr,js,0,
Gelato Roma,ice_cream,https://www.gelato.com.tr,js,0,
GN Burger bar,restaurant,https://gnburger.com,js,0,
Gondol Kafe,cafe,http://www.karsiyakakentas.com,js,0,
granmabrewbar,cafe,https://www.instagram.com,js,0,
Gumus Balik,restaurant,https://www.gumusbalik.com,js,0,
Göbek Bostanlı,restaurant,https://gobekbostanli.com.tr,js,0,
Gülgün Pide,restaurant,https://www.gulgunpide.com,js,0,
Gümüldür Mavi Deniz Pide & Kebap & Zeytin Yağlı,restaurant,https://www.mavidenizpide.com,js,0,
Güverte Balık Restaurant,restaurant,https://www.guvertebalik.com,js,0,
heroon Coffee,cafe,https://heroon.com.tr,js,0,
Hip Hop Cafe,cafe,https://www.instagram.com,js,0,
Hyra's Coffee & Bakery,cafe,https://www.hyrascoffeebakery.com,js,0,
Jefe Fabrika Satış Mağazası,fast_food,https://jefefood.com,js,0,
Kahve Diyarı,cafe,https://www.kahvediyari.com.tr,js,0,
Kardeşler Büfe,fast_food,https://kardeslerbufe.com.tr,js,0,
Kasap Fuat,restaurant,https://www.kasapfuat.com,js,0,
Kavala  cafe,cafe,https://www.kavalawinebistrobar.com,js,0,
kokorecin alasi,restaurant,http://www.matchcostmetics.com,js,0,
Kumrucu Dede & ACR Acarlar Unlu Mamüller,cafe,https://www.instagram.com,js,0,
Köfteci Yusuf,restaurant,https://www.kofteciyusuf.com,js,0,
Köfteci Yusuf,restaurant,https://kofteciyusuf.com,js,0,
Köfteci Zeki Usta,restaurant,http://www.koftecizekiusta.com,js,0,
Köyce,restaurant,https://www.urlakoyce.com.tr,js,0,
Köşe Kahve,cafe,https://www.kosekahve.com,js,0,
La Storia Coffee Shop,cafe,https://www.lastoriacoffee.com,js,0,
lemanyak ızgara,restaurant,https://www.instagram.com,js,0,
Lime Alaçatı - İstinye Park,cafe,https://limealacati.com,js,0,
Little One - Ebeveyn Cafe - Oyun Alanı,cafe,https://littleoneguzelbahce.com,js,0,
Lozan Pastanesi,cafe,https://lozanpastanesi.com.tr,js,0,
Léone Patisserie & Boulangerie ALSANCAK,cafe,https://leone-tr.com,js,0,
Léone Patisserie & Boulangerie HILLTOWN,cafe,https://leone-tr.com,js,0,
Léone Patisserie & Boulangerie URLA,cafe,https://leone-tr.com,js,0,
Mado,cafe,https://mado.com.tr,js,0,
Marache Coffee,cafe,https://marachecoffee.com.tr,woo,23,39.00
Mavi Değirmen,cafe,https://mavidegirmen.com,js,0,
McDonald's,fast_food,https://mcdonalds.com.tr,js,0,
McDonald's,fast_food,https://mcdonalds.com.tr,js,0,
Mercan,restaurant,https://mercanrestoran.com.tr,js,0,
Meşhur Tavacı Recep Usta,restaurant,https://tavacirecepusta.com.tr,js,0,
Milos Balık,restaurant,https://milos.com.tr,html,102,300.00
Minimey Alaçatı,restaurant,https://minimey.com.tr,js,0,
Moka Beach,cafe,https://www.mokabeach.com,js,0,
moodurla.,cafe,https://www.moodurla.com,html,2,28800.00
Murano's Kitchen Alsancak,restaurant,https://muranoskitchen.com.tr,js,0,
Murano's Kitchen Alsancak,restaurant,https://muranoskitchen.com.tr,js,0,
Murano's Kitchen Çeşme,restaurant,https://muranoskitchen.com.tr,js,0,
Number One,restaurant,https://www.nr1apart.com,js,0,
Opera Coffee,cafe,https://operacoffee.com.tr,js,0,
Orhanlı Büyülü Vadi Butik Otel-Cafe,cafe,https://www.orhanlibuyuluvadi.com,js,0,
Oz ızmir Lokma,restaurant,https://www.ozlokma.com,html,3,350.00
Pablo Artisan Coffee,cafe,https://pabloartisancoffee.com,html,10,576.00
Pastel Homemade Bakery,cafe,https://www.instagram.com,js,0,
Pizza di Aila,restaurant,https://www.instagram.com,js,0,
Pizza Tomato,restaurant,https://www.pizzatomato.com.tr,html,9,610.00
pizzapizza,fast_food,https://www.pizzapizza.com.tr,js,0,
quartet,cafe,https://instagram.com,js,0,
Rafine Coffee,cafe,https://www.instagram.com,js,0,
rePUBlic,bar,http://republicizmir.com,js,0,
Ristorante Pizzeria Venedik,restaurant,https://www.pizzavenedik.com,js,0,
S.A.H.İ.L. Urla,restaurant,https://instagram.com,js,0,
Scappi (Swissôtel Büyük Efes),restaurant,https://ristorantescappi.com,js,0,
Schnitzel Factory,restaurant,https://www.schnitzelfactory.com.tr,js,0,
Simge Balık Restoran,restaurant,https://simgerestoran.qrdata.com.tr,html,196,495.00
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,http://starbucks.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
SushiCo,restaurant,https://www.sushico.com.tr,js,0,
Taner Usta Pide Kebap,restaurant,https://www.instagram.com,js,0,
Tastyy,cafe,https://tastyy.com.tr,js,0,
Taşkent Fırın Cafe,cafe,https://www.taskentekmek.com.tr,js,0,
Tuck Coffee Etc,cafe,https://www.tuckcoffee.com,js,0,
Varuna Gezgin,restaurant,https://varunagezgin.com,js,0,
Viking Pizzeria & Burger,restaurant,https://viking-pizzeria.com,js,0,
Villa Grilla,restaurant,https://www.villagrilla.com,js,0,
Viramor Balık Restoran,restaurant,https://www.facebook.com,js,0,
Waffle atölyesi,cafe,https://waffleatolyesi.com,js,0,
Yakamoz,restaurant,https://www.yakamozbar.com,js,0,
Yalı Restoran,restaurant,https://www.yalibutikpansiyon.com,js,0,
Yandım Çavuş,restaurant,https://yandimcavus.com.tr,js,0,
Yasam Vegan Kafe,restaurant,https://yasamfoods.com,js,0,
Yasemin Kafe,cafe,http://www.grandplaza.com.tr,html,1,5.00
Zeplin Alacatı,pub,https://zeplinpub.com,js,0,
Çaykovski,pub,https://caykovski.com,js,0,
Çiy Restaurant,restaurant,https://ciy.com.tr,js,0,
Özmert Kokoreç ve Söğüş,restaurant,http://ozmertkokorec.com.tr,js,0,
Özsüt,cafe,http://www.ozsut.com.tr,js,0,
Özsüt Cafe,cafe,https://www.ozsut.com.tr,js,0,
ØDEGARD,restaurant,https://www.theodegard.com,js,0,
Şımarık Meyhane,restaurant,https://simarikmeyhane.net,js,0,
Baskonus Yaylasi  Kahvalti ve Et Restorani,restaurant,https://www.baskonusyaylasi.com,html,1,10000.00
Baskonus Yaylasi  Kahvalti ve Et Restorani,restaurant,https://www.baskonusyaylasi.com,html,1,10000.00
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Ani Ocakbasi,restaurant,http://www.aniocakbasi.com,js,0,
Tavuk Dünyası,restaurant,https://www.tavukdunyasi.com,js,0,
Chocolabs Kastamonu,cafe,https://chocolabs.com.tr,js,0,
İzbeli Çiftliği,restaurant,http://www.izbeliciftligi.com,js,0,
Münire Sultan Sofrası,restaurant,https://www.muniresultansofrasi.com,js,0,
TheStock,cafe,https://thestockcoffee.com,js,0,
Beştepe Restaurant,restaurant,http://www.besteperestaurant.com,js,0,
Bolu Mangal,restaurant,https://www.kayseribolumangal.com,js,0,
Develi Mangal Restaurant,restaurant,https://develimangal.com.tr,js,0,
Domino's,fast_food,https://www.dominos.com.tr,html,144,370.00
Elmacıoğlu İskender,restaurant,https://www.elmaciogluiskender.com,js,0,
Emirgan Köftecisi | Kaytur,restaurant,https://www.kaytur.com.tr,js,0,
Erciyes Binicilik Ve Kahvaltı,restaurant,https://www.erciyesbinicilik.com,js,0,
Erguvan Restoran | Kaytur,restaurant,http://www.kaytur.com.tr,js,0,
Erguvan Restoran | Kaytur,cafe,http://www.kaytur.com.tr,js,0,
